nctid,facility,city,country
NCT00006249,Centre Hospital Regional Universitaire de Limoges,Limoges,France
NCT00006249,Centre Leon Berard,Lyon,France
NCT00006249,Hopital St. Eloi,Montpellier,France
NCT00006249,Centre Regional de Lutte Contre le Cancer - Centre Val d'Aurelle,Montpellier,France
NCT00006249,Hopital L'Archet - 2,Nice,France
NCT00006249,Hopital Bichat - Claude Bernard,Paris,France
NCT00006249,Hopital Saint-Louis,Paris,France
NCT00006249,Hopital Haut Leveque,Pessac,France
NCT00006249,Centre Hospitalier Universitaire,Reims,France
NCT00006249,Centre Eugene Marquis,Rennes,France
NCT00006249,Centre Rene Huguenin,Saint Cloud,France
NCT00006249,Centre Hospitalier Regional et Universitaire de Saint-Etienne,Saint Priest En Jarez,France
NCT00006249,Hopitaux Universitaire de Strasbourg,Strasbourg,France
NCT00006249,Centre Hospitalier Regional Metz Thionville,Thionville,France
NCT00006249,Centre Hospitalier Universitaire Bretonneau de Tours,Tours,France
NCT00006249,Centre Alexis Vautrin,Vandoeuvre-Les-Nancy,France
NCT00006249,Institut Gustave Roussy,Villejuif,France
NCT02028949,CHU de Dijon,Dijon,France
NCT01558349,CHU de Montpellier - Hôpital Saint-Eloi,Montpellier,France
NCT01558349,CHU de Nîmes - Hôpital Universitaire Carémeau,Nîmes,France
NCT02912949,Centre Leon Berard,Lyon,France
NCT02912949,"Hospital Louis Pradel, FR",Lyon,France
NCT02912949,Institut Gustave Roussy,Paris,France
NCT02912949,Hopital Cochin,Paris,France
NCT02912949,Hopital Curie,Paris,France
NCT03863106,Hospices Civils de Lyon,Lyon,France
NCT02849106,Institut Curie,Paris,France
NCT02849106,Hôpital Lariboisière,Paris,France
NCT06413706,Assistance Publique Hôpitaux de Marseille - Hôpital de la Timone,Marseille,France
NCT06413706,Centre Hospitalier Universitaire de Bordeaux Groupe Hospitalier Pellegrin Hopital des Enfants,Bordeaux,France
NCT06413706,Institut Gustave Roussy (Igr),Villejuif,France
NCT06413706,Centre Leon Berard,Lyon,France
NCT06413706,Institut Curie,Paris,France
NCT06413706,CHU de Nancy-Hopital de Brabois,Vandoeuvre-Les-Nancy,France
NCT02828449,Centre Léon Bérard,Lyon,France
NCT02828449,CH Lyon Sud,Pierre Bénite,France
NCT02828449,Institut de Cancérologie Lucien Neuwirth,Saint-Priest-En-Jarez,France
NCT02281149,Centre Léonard de Vinci,Douai,France
NCT02281149,Centre Oscar Lambret,Lille,France
NCT03631849,CHU de Nice,Nice,France
NCT00433706,Institut Gustave Roussy,Villejuif,France
NCT01688206,Institut Bergonie; Oncologie,Bordeaux,France
NCT01688206,Centre Francois Baclesse; Oncologie,Caen,France
NCT01688206,Centre Leon Berard; Departement Oncologie Medicale,Lyon,France
NCT01688206,Institut Curie; Oncologie Medicale,Paris,France
NCT01688206,ICO - Site René Gauducheau,Saint Herblain,France
NCT01688206,Institut Gustave Roussy; Sitep,Villejuif,France
NCT00003606,Hopital Arnaud de Villeneuve,Montpellier,France
NCT01957436,Clinique Claude Bernard,Albi,France
NCT01957436,Institut de cancerologie de l'Ouest,Angers,France
NCT01957436,Clinique Générale d'Annecy,Annecy,France
NCT01957436,Institut Sainte Catherine,Avignon,France
NCT01957436,Centre de la Baie,Avranches,France
NCT01957436,Centre d'Oncologie et de Radiothérapie du Pays Basque,Bayonne,France
NCT01957436,Chu Jean Minjoz,Besancon,France
NCT01957436,Centre Pierre Curie,Beuvry,France
NCT01957436,Institut Bergonie,Bordeaux,France
NCT01957436,Centre François Baclesse,Caen,France
NCT01957436,Centre Hospitalier Alpes Leman,Contamine Sur Arve,France
NCT01957436,Chu de Mondor,Creteil,France
NCT01957436,Centre Leonard de Vinci,Dechy,France
NCT01957436,Centre Georges-François LECLERC,Dijon,France
NCT01957436,Clinique Sainte Marguerite,Hyères,France
NCT01957436,CHD Vendée,La Roche Sur Yon,France
NCT01957436,Clinique Victor Hugo,Le Mans,France
NCT01957436,Chu de Limoges,Limoges,France
NCT01957436,Centre Léon Bérard,Lyon,France
NCT01957436,CHU Lyon Sud,Lyon,France
NCT01957436,Chu Timone,Marseille,France
NCT01957436,Institut Paoli Calmettes,Marseille,France
NCT01957436,Hôpital Nord,Marseille,France
NCT01957436,Centre Azuréen de Cancérologie,Mougins,France
NCT01957436,Centre Catherine de Sienne,Nantes,France
NCT01957436,Centre Antoine Lacassagne,Nice,France
NCT01957436,CHU Carémeau,Nimes,France
NCT01957436,CHR Orléans la source,Orleans,France
NCT01957436,Institut Curie,Paris,France
NCT01957436,Hôpital St Louis,Paris,France
NCT01957436,Hopital TENON,Paris,France
NCT01957436,Chic Quimper,Quimper,France
NCT01957436,Institut Jean Godinot,Reims,France
NCT01957436,Centre Eugène Marquis,Rennes,France
NCT01957436,Clinique Armoricaine de radiologie,Saint Brieuc,France
NCT01957436,CHU ST ETIENNE - Hôpital Nord,Saint Etienne,France
NCT01957436,CHP Saint Grégoire,Saint Gregoire,France
NCT01957436,Institut de Cancérologie del'Ouest - site René Gauducheau,Saint-Herblain,France
NCT01957436,CENTRE DE CANCEROLOGIE Paris Nord,Sarcelles,France
NCT01957436,Institut de Cancérologie Lucien Neuwirth,St Priest En Jarez,France
NCT01957436,Strasbourg Oncologie Libérale,Strasbourg,France
NCT01957436,Hopitaux du Leman,Thonon-Les-Bains,France
NCT01957436,Centre Hospitalier Intercommunal de Toulon - La Seyne sur Mer - Hôpital Sainte Musse,Toulon,France
NCT01957436,Clinique Pasteur,Toulouse,France
NCT01957436,Institut Claudius Regaud,Toulouse,France
NCT01957436,CHU de TOURS Hôpital Bretonneau,Tours,France
NCT01957436,Institut de Cancérologie de Lorraine,Vandœuvre-Lès-Nancy,France
NCT01957436,Centre d'Oncologie Saint Yves,Vannes,France
NCT01957436,"INSTITUT GUSTAVE ROUSSY, Cancer Campus, Grand Paris",Villejuif,France
NCT03132636,CHU de Dijon - Hopital du Bocage,Dijon,France
NCT03132636,Hopital Saint Louis,Paris,France
NCT03132636,Centre Hospitalier Lyon-Sud -Hospices Civils de Lyon Groupement Hospitalier Sud,Pierre Benite,France
NCT03132636,Centre Hospitalier Universitaire de Bordeaux - Groupe Hospitalier Saint-André - Hôpital Saint-André,Bordeaux,France
NCT03132636,Hopital Ambroise Pare,Boulogne Billancourt,France
NCT03132636,Centre Hospitalier Universitaire de Grenoble,La Tronche,France
NCT03132636,Hopital Huriez - CHRU de Lille,Lille,France
NCT03132636,Centre Leon-Berard (CLB),Lyon,France
NCT03132636,CHU Hotel Dieu,Nantes,France
NCT03132636,Centre Hospitalier Universitaire de Rouen-Hopital Charles Nicolle,Rouen,France
NCT03132636,Institut Claudius Regaud,Toulouse,France
NCT03132636,Institut Gustave Roussy,Villejuif,France
NCT01754636,Henri Mondor Hospital,Creteil,France
NCT06084936,Hopital Claude Huriez,Lille,France
NCT06084936,Hopital Saint Eloi,Montpellier,France
NCT06084936,CHU NANTES - Hôtel Dieu,Nantes,France
NCT06084936,INSTITUT CURIE_SITE PARIS - Service d'Oncologie Médicale.,Paris,France
NCT06084936,Hopital Necker,Paris,France
NCT02053636,Institut Claudius Regaud Dpt d'Oncologie Médicale,Toulouse,France
NCT02053636,Institut Gustave Roussy,Villejuif,France
NCT02053636,Institut Gustave Roussy Dépt d'oncologie - Cancer du sein,Villejuif,France
NCT01785849,Research Site,Nantes,France
NCT01785849,Research Site,Poitiers,France
NCT01785849,Research Site,Reims,France
NCT01785849,Research Site,Saint-Ouen,France
NCT01785849,Research Site,Salouel,France
NCT03540849,Caen University Hospital,Caen,France
NCT04799249,Centre Jean Bernard,Le Mans,France
NCT04799249,Centre Francois Baclesse,Caen,France
NCT04799249,ICM-Val d'Aurelle,Montpellier,France
NCT04799249,Centre Hospitalier de Poitiers,Poitiers,France
NCT04799249,Pharmacie Essais Cliniques,Toulouse,France
NCT04799249,Centre Leon Berard,Villejuif,France
NCT04774406,Alexandre Joachim,Caen,France
NCT04968106,Institut Bergonié,Bordeaux,France
NCT04968106,Centre Léon Bérard,Lyon,France
NCT04968106,Institut Curie,Paris,France
NCT04968106,Institut Gustave Roussy,Villejuif,France
NCT03919149,CHR Metz Thionville,Metz,France
NCT03919149,Institut de Cancérologie de Lorraine,Nancy,France
NCT03919149,CHR Metz Thionville,Thionville,France
NCT01177436,Assistance Publique - Hôpitaux de Marseille,Marseille,France
NCT03677349,CHU Clermont-Ferrand,Clermont-Ferrand,France
NCT04736706,Institut Paoli Calmettes ( Site 1206),Marseille,France
NCT04736706,CHU Jean Minjoz ( Site 1205),Besancon,France
NCT04736706,Institut Claudius Regaud ( Site 1214),Toulouse,France
NCT04736706,Clinique Francois Chenieux ( Site 1209),Limoges,France
NCT04736706,CHU Angers ( Site 1200),Angers,France
NCT04736706,Clinique Ambroise Pare Beuvry ( Site 1213),Beuvry,France
NCT04736706,CH Lyon Sud Hospices Civils de Lyon ( Site 1203),Pierre Benite,France
NCT04736706,Gustave Roussy ( Site 1207),Villejuif,France
NCT04736706,Hopital Tenon ( Site 1212),Paris,France
NCT05193006,University Hospital of Lyon,Pierre-Bénite,France
NCT00025649,Centre Hospitalier Regional de Purpan,Toulouse,France
NCT00673049,Pfizer Investigational Site,Rennes,France
NCT00673049,Pfizer Investigational Site,Brest,France
NCT00673049,Pfizer Investigational Site,La Tronche,France
NCT00673049,Pfizer Investigational Site,Lille,France
NCT00673049,Pfizer Investigational Site,Marseille,France
NCT00673049,Pfizer Investigational Site,Marseille,France
NCT00673049,Pfizer Investigational Site,Saint Pierre La Réunion,France
NCT00673049,Pfizer Investigational Site,St Priest En Jarez,France
NCT00673049,Pfizer Investigational Site,Villejuif,France
NCT04645849,Chu Grenoble Alpes,Grenoble,France
NCT00073749,Hopital Saint Louis,Paris,France
NCT00073749,Centre Hospitalier Lyon-Sud,Pierre Benite,France
NCT03330249,Centre Paul Strauss,Strasbourg,France
NCT00041249,Centre Leon Berard,Lyon,France
NCT00041249,CHU de la Timone,Marseille,France
NCT00041249,Institut Gustave Roussy,Villejuif,France
NCT02325349,Hôpital Tenon - Assistance Publique-Hôpitaux de Paris,Paris,France
NCT00127049,Institut Gustave Roussy,Villejuif,France
NCT05267106,Chru de Lille Hopital Claude Huriez,Lille,France
NCT05267106,Chu Hopital de La Timone,Marseille,France
NCT05267106,Hospital Universitaire Pitie-Salpetriere,Paris,France
NCT05267106,Universitaire Du Cancer de Toulouse Institut Claudius Regaud Iuct-Oncopole,Toulouse,France
NCT04007549,Institut Bergonie,Bordeaux,France
NCT04992949,AMIENS - CHU Amiens Picardie,Amiens,France
NCT04992949,ANGERS - CHU - Maladies du sang,Angers,France
NCT04992949,AVIGNON - Centre Hospitalier,Avignon,France
NCT04992949,BAYONNE - CH de la Côte Basque - Hématologie,Bayonne,France
NCT04992949,AVICENNE - Centre de Recherche Clinique,Bobigny,France
NCT04992949,BREST - Hôpital Morvan,Brest,France
NCT04992949,CAEN - CHU Caen - IHBN,Caen,France
NCT04992949,CLAMART - Hôpital d'Instruction des Armées de Percy,Clamart,France
NCT04992949,Clermont-Ferrand - Chu Estaing,Clermont-Ferrand,France
NCT04992949,CRETEIL - CHU Henri Mondor,Créteil,France
NCT04992949,Grenoble - CHUGA - Hématologie Clinique,Grenoble,France
NCT04992949,LILLE CHU - Hôpital Claude Huriez,Lille,France
NCT04992949,LIMOGES - CHU Dupuytren 1,Limoges,France
NCT04992949,LYON-Centre Léon Bérard,Lyon,France
NCT04992949,MARSEILLE - Institut Paoli-Calmettes,Marseille,France
NCT04992949,MONTPELLIER - Hôpital Saint-Eloi - Hématologie Clinique,Montpellier,France
NCT04992949,NANTES - Hôpital Hôtel Dieu - Hématologie Clinique,Nantes,France
NCT04992949,NICE - Centre Antoine Lacassagne,Nice,France
NCT04992949,NICE - CHU - Hopital Archet 1,Nice,France
NCT04992949,NIMES - CHU Caremeau,Nîmes,France
NCT04992949,ORLEANS - CHR - Hématologie,Orléans,France
NCT04992949,Paris St Antoine,Paris,France
NCT04992949,Paris Saint Louis,Paris,France
NCT04992949,BORDEAUX - Hôpital Haut-Levêque,Pessac,France
NCT04992949,LYON HCL - CH Lyon Sud,Pierre-Bénite,France
NCT04992949,POITIERS - Hôpital La Milétrie - Hématologie Clinique,Poitiers,France
NCT04992949,REIMS - Hôpital Robert Debré - Hématologie Clinique,Reims,France
NCT04992949,RENNES - Hôpital Pontchaillou - Hématologie,Rennes,France
NCT04992949,Strasbourg - Icans,Strasbourg,France
NCT04992949,Toulouse - IUCT Oncopole - Service d'Hématologie,Toulouse,France
NCT04992949,TOURS - Hôpital Bretonneau,Tours,France
NCT04992949,NANCY - CHU de Brabois,Vandœuvre-Lès-Nancy,France
NCT04992949,VERSAILLES - Hôpital André Mignot,Versailles,France
NCT04992949,Institut Gustave Roussy,Villejuif,France
NCT00825149,,Lille,France
NCT00825149,,Montpellier,France
NCT00825149,,Pierre Benite,France
NCT01180049,CHU de Nancy,Vandoeuvre Les Nancy,France
NCT02435849,Novartis Investigative Site,Paris 10,France
NCT02435849,Novartis Investigative Site,Paris,France
NCT06603506,Centre François Baclesse,Caen,France
NCT03555149,Centre Georges François Leclerc; Pharmacie des Essais Cliniques,Dijon,France
NCT03555149,Centre Leon Berard,Lyon,France
NCT03555149,Institut Claudius Regaud; Departement Oncologie Medicale,Toulouse,France
NCT03555149,Institut Gustave Roussy,Villejuif,France
NCT04388449,Institut de Cancerologie de l'Ouest,Angers,France
NCT04388449,INSERM U987 CHU A Paré - Institut Curie,Boulogne-Billancourt,France
NCT04388449,Hopital Foch,Suresnes,France
NCT05358249,Novartis Investigative Site,Bordeaux,France
NCT05358249,Novartis Investigative Site,Lyon,France
NCT00748449,Cochin,Paris,France
NCT00137449,Pfizer Investigational Site,Lyon,France
NCT00137449,Pfizer Investigational Site,Villejuif,France
NCT01732549,,Angers,France
NCT01732549,,Bordeaux,France
NCT01732549,,Clermont Ferrand,France
NCT01732549,,Dijon,France
NCT01732549,,Lille,France
NCT01732549,Besancon,Lyon,France
NCT01732549,Centre Leon Berard,Lyon,France
NCT01732549,Hopital Edouard Herriot,Lyon,France
NCT01732549,,Paris,France
NCT01732549,,St Herblain,France
NCT01732549,,Toulouse,France
NCT01732549,,Villejuif,France
NCT01599949,,Grenoble,France
NCT01599949,,Mulhouse N/A,France
NCT01599949,,Nantes,France
NCT01599949,,Pessac,France
NCT01599949,,Vandoeuvre Les Nancy,France
NCT00294749,Poitiers Hospital University,Poitiers,France
NCT01168349,,Neuilly-Sur-Seine,France
NCT01688349,"Hôpital Saint-Antoine, service d'Endocrinologie",Paris,France
NCT05631249,Centre Léon Bérard,Lyon,France
NCT05631249,AP-HM Hôpital Nord,Marseille,France
NCT05631249,Hôpital Paris Saint Joseph,Paris,France
NCT05631249,AP-HP Hôpital Tenon,Paris,France
NCT05631249,Gustave Roussy,Villejuif,France
NCT03838549,Montpellier University Hospital,Montpellier,France
NCT02460549,CHU Saint-Etienne,Saint-Etienne,France
NCT02460549,Institut de Cancérologie de la Loire,Saint-Priest-En-Jarez,France
NCT05901649,Institut Sainte Catherine,Avignon,France
NCT05901649,Institut Bergonie,Bordeaux,France
NCT05901649,Polyclinique Bordeaux Nord Acquitaine,Bordeaux,France
NCT05901649,Clinique Pasteur- Lanroze,Brest,France
NCT05901649,Hopital Michallon CHU Grenoble Alpes,La Tronche,France
NCT05901649,Hôpital Edouard Herriot,Lyon,France
NCT05901649,Centre d'oncologie de Gentilly,Nancy,France
NCT05901649,CHU Nîmes,Nimes,France
NCT05901649,Hopital Europeen Georges-Pompidou,Paris,France
NCT05901649,Hopital Tenon,Paris,France
NCT05901649,Centre Hospitalier Rene Dubos Pontoise,Pontoise,France
NCT05901649,Clinique de la Croix du Sud,Quint-Fonsegrives,France
NCT05901649,Centre Hospitalier Prive,Saint-Grégoire,France
NCT05901649,Clinique Sainte Anne,Strasbourg,France
NCT05901649,Hopital Foch,Suresnes,France
NCT05901649,CHU de Toulouse,Toulouse,France
NCT02363049,Groupe hospitalier Pitié Salpetriere,Paris,France
NCT02220049,Gustave Roussy,Villejuif,France
NCT01991249,Assistance Publique Hôpitaux de Marseille,Marseille,France
NCT03399149,Hematologic unit - Hospital Grenoble Alpes,Grenoble,France
NCT03399149,Intensive Care Unit - Hospital Grenoble-Alpes,Grenoble,France
NCT03477149,"AP-HP - Hopital Europeen Georges-Pompidou Paris, France",Paris,France
NCT06024213,CH Annecy-Genevois,Annecy,France
NCT06024213,Institut Bergonié,Bordeaux,France
NCT06024213,CHU de Saint-Etienne,Saint-Etienne,France
NCT06024213,Institut de Cancérologie de Lorraine,Vandœuvre-Lès-Nancy,France
NCT06024213,CHU de Lille,Lille,France
NCT06024213,Hôpital Européen Georges-Pompidou Paris,Paris,France
NCT00790036,Novartis Investigative Site,Amiens,France
NCT00790036,Novartis Investigative Site,Brest,France
NCT00790036,Novartis Investigative Site,La Roche Sur Yon,France
NCT00790036,Novartis Investigative Site,Limoges,France
NCT00790036,Novartis Investigative Site,Pessac,France
NCT00790036,Novartis Investigative Site,Saint Priest En Jarez,France
NCT06036836,Institut de cancérologie Strasbourg Europe (ICANS) ( Site 0153),Strasbourg,France
NCT06036836,Centre Hospitalier Régional Universitaire de Brest - Hôpital Morvan ( Site 0154),Brest,France
NCT06036836,CENTRE LEON BERARD ( Site 0151),Lyon,France
NCT06036836,Hopitaux Universitaires Paris Centre-Hopital Cochin ( Site 0155),Paris,France
NCT02866136,Institut Curie,Paris,France
NCT02945813,Centre Hospitalier Régional Universitaire (CHRU) Jean Minjoz,Besançon,France
NCT02945813,Clinique Pasteur - Centre finistérien de radiothérapie et d'oncologie,Brest,France
NCT02945813,Centre de lutte contre le cancer Léon Bérard,Lyon,France
NCT02945813,Hôpital Saint-Louis,Paris,France
NCT02945813,CHU de Poitiers - La Miletrie,Poitiers,France
NCT02945813,Institut de Cancérologie de L'Ouest René Gauducheau,Saint Herblain,France
NCT02945813,Institut de Cancérologie de la Loire Lucien Neuwirth,Saint Priest En Jarez,France
NCT02945813,Clinique Pasteur - Oncorad,Toulouse,France
NCT05172713,Service Hépato-Gastroentérologie et Assistance Nutritive - Hôpitaux Universitaires de Strasbourg,Strasbourg,France
NCT02731313,,Amiens,France
NCT02731313,,Besancon,France
NCT02731313,,Boulogne Billancourt,France
NCT02731313,,Brest,France
NCT02731313,,Clichy,France
NCT02731313,,Douai,France
NCT02731313,,La Tronche,France
NCT02731313,,Le Pontet,France
NCT02731313,,Marseille,France
NCT02731313,,Marseille,France
NCT02731313,,Montpellier,France
NCT02731313,,Montpellier,France
NCT02731313,,Nantes,France
NCT02731313,,Paris,France
NCT02731313,,Paris,France
NCT02731313,,Pessac,France
NCT02731313,,Reims,France
NCT02731313,,Rennes,France
NCT02731313,,Rouen,France
NCT04610736,Centre Oscar Lambret,Lille,France
NCT04610736,Institut d'Hématologie et d'Oncologie Pédiatrique,Lyon,France
NCT04610736,CHU Timone Enfants,Marseille,France
NCT04610736,Institut Curie,Paris,France
NCT04610736,Gustave Roussy,Villejuif,France
NCT01320813,CHU de Nîmes - Hôpital Universitaire Carémeau,Nîmes,France
NCT04832113,Chu de saint etienne,Saint-Étienne,France
NCT04832113,Groupe Hospitalier Mutualiste de Grenoble Institut Daniel HOLLARD,Grenoble,France
NCT04832113,Centre Hospitalier Lyon Sud,Pierre-Bénite,France
NCT04832113,Centre Eugène Marquis,Rennes,France
NCT04832113,Institut de Cancérologie de l'Ouest René Gauducheau,Saint-Herblain,France
NCT05287113,Centre Hospitalier Universitaire de Bordeaux,Bordeaux,France
NCT05287113,Institut Curie,Paris,France
NCT05287113,Centre Eugene Marquis,Rennes,France
NCT05287113,Centre de Lutte Contre Le Cancer - Institut de Cancerologie de L'Ouest - Rene Gauducheau,St Herblain,France
NCT05287113,Icans - Institut de Cancerologie Strasbourg Europe,Strasbourg,France
NCT02650713,Centre Leon Berard; Departement Oncologie Medicale,Lyon,France
NCT02650713,Institut Gustave Roussy,Villejuif,France
NCT00689936,Clinique Claude BernardOncologie,Albi,France
NCT00689936,CHU Sud,Amiens,France
NCT00689936,CHRU Hopital du bocage,Angers,France
NCT00689936,CH Argenteuil Victor Dupouy,Argenteuil,France
NCT00689936,Centre Hospitalier de la cote basque,Bayonne,France
NCT00689936,Centre Hospitalier,Blois,France
NCT00689936,Hopital Avicenne,Bobigny,France
NCT00689936,Institut Bergonie Centre Regional de Lutte Contre Le Cancer de Bordeaux Et Sud Ouest,Bordeaux,France
NCT00689936,Polyclinique Bordeaux Nord Aquitaine,Bordeaux,France
NCT00689936,Hopital de Fleyriat,Bourg En Bresse,France
NCT00689936,Hopital Augustin Morvan,Brest,France
NCT00689936,Centre Francois Baclesse,Caen,France
NCT00689936,CHU,Caen,France
NCT00689936,CH,Cannes,France
NCT00689936,CH Rene Dubois,Cergy-Pontoise,France
NCT00689936,Centre Hospitalier William Morey,Chalon/Saone,France
NCT00689936,Hopital dinstruction des armees Percy,Clamart,France
NCT00689936,Hopital Antoine Beclere,Clamart,France
NCT00689936,Chu Estaing,Clermont Ferrand,France
NCT00689936,CH Louis Pasteur,Colmar,France
NCT00689936,Hopital Henri Mondor,Creteil,France
NCT00689936,CHRU Hopital du bocage,Dijon,France
NCT00689936,Centre Hospitalier General,Dunkerque,France
NCT00689936,CHRU,Grenoble,France
NCT00689936,Institut Prive de Cancerologie,Grenoble,France
NCT00689936,Centre Hospitalier Departemental,La Roche -Sur-Yon,France
NCT00689936,CH,Le Chesnay,France
NCT00689936,Hopital J MonodRhumato Nord,Le Havre,France
NCT00689936,Kremlin Bicetre,Le Kremlin Bicetre Cdx,France
NCT00689936,Centre Hospitalier,Le Mans,France
NCT00689936,Centre Jean Bernard,Le Mans,France
NCT00689936,CHRU-Hopital Claude Huriez,Lille,France
NCT00689936,GH de Institut Catholique St Vincent,Lille,France
NCT00689936,CH - Hôpital Dupuytren,Limoges,France
NCT00689936,CHU Hopital Edouard Herriot,Lyon,France
NCT00689936,Centre Leon Berard,Lyon,France
NCT00689936,Centre Hospitalier de Valence,Lyon,France
NCT00689936,Institut Paoli-Calmettes,Marseille,France
NCT00689936,Hopital de Mercy,Metz,France
NCT00689936,Clinique Pont de chaume Oncologie et Radiotherapie,Montauban,France
NCT00689936,CHU Montpellier - Hôpital Lapeyronie,Montpellier,France
NCT00689936,Hopital Emile Muller,Mulhouse,France
NCT00689936,CHRU - Hotel Dieu,Nantes,France
NCT00689936,Centre Antoine Lacassagne Oncologie medicale et Hematologie,Nice,France
NCT00689936,Hopital de lArchet 1,Nice,France
NCT00689936,CH La Source,Orleans,France
NCT00689936,Hopital Cochin,Paris,France
NCT00689936,Hopital Saint Louis,Paris,France
NCT00689936,Hopital Necker,Paris,France
NCT00689936,CHU Hôpital St-Antoine,Paris,France
NCT00689936,CHRU - Hopital du Haut Leveque,Pessac,France
NCT00689936,CU CHU Clemenceau,Poitiers,France
NCT00689936,Hopital R. Debre,Reims,France
NCT00689936,CHU Reims - Hôpital Maison Blanche,Reims,France
NCT00689936,CHRU Hopital sud Medecine Interne,Rennes,France
NCT00689936,CHRU Hôpital de Pontchaillou,Rennes,France
NCT00689936,CHG Rodez,Rodez,France
NCT00689936,Centre Henri Becquerel,Rouen,France
NCT00689936,Centre Rene Huguenin,Saint Cloud,France
NCT00689936,Institut de Cancerologie de Loire,St Priest En Jarez,France
NCT00689936,Centre Hospitalier Yves Le Foll,St-Brieuc,France
NCT00689936,CHRU Hôpital de Hautepierre,Strasbourg,France
NCT00689936,CHRU Hopital Purpan,Toulouse,France
NCT00689936,CHRU Hopital Bretonneau,Tours,France
NCT00689936,CHRU Hopital Trousseau,Tours,France
NCT00689936,CHRU Hôpitaux de Brabois,Vandoeuvre,France
NCT00689936,CH P. Chubert,Vannes,France
NCT00689936,Institut Gustave Roussy,Villejuif,France
NCT04067336,CHU de Lille,Lille,France
NCT04067336,CHU de Nantes,Nantes,France
NCT04067336,Hopital Saint Louis,Paris,France
NCT04067336,Magendie Hopital Haut-Leveque,Pessac,France
NCT04067336,Centre Hospitalier Lyon Sud,Pierre-Bénite,France
NCT04067336,Institut Gustave Roussy,Villejuif,France
NCT03923036,CHU Caen,Caen,France
NCT03659136,INS Sainte Catherine,Avignon,France
NCT03659136,HOP Victor Hugo,Le Mans,France
NCT03659136,INS Paoli-Calmettes,Marseille,France
NCT03659136,INS Curie,Paris,France
NCT03659136,HOP Européen G. Pompidou,Paris,France
NCT03659136,HOP Lyon Sud,Pierre Benite,France
NCT03659136,INS Claudius Regaud IUCT-Oncopole,Toulouse,France
NCT01511913,Local Institution,Bayonne,France
NCT01511913,Local Institution,Besancon,France
NCT01511913,Local Institution,Boulogne Sur Mer,France
NCT01511913,Local Institution,Boulogne,France
NCT01511913,Local Institution,Brest,France
NCT01511913,Local Institution,Clermont Ferrand Cédex 1,France
NCT01511913,Local Institution,Dijon,France
NCT01511913,Local Institution,Grenoble Cédex,France
NCT01511913,Local Institution,Lille,France
NCT01511913,Local Institution,Limoges,France
NCT01511913,Local Institution,Montauban,France
NCT01511913,Local Institution,Mougins,France
NCT01511913,Local Institution,Nouvelle Caledonie,France
NCT01511913,Local Institution,Paris,France
NCT01511913,Local Institution,Pierre Bénite,France
NCT01511913,Local Institution,Quimper,France
NCT01511913,Local Institution,Quimper,France
NCT01511913,Local Institution,Soissons,France
NCT01511913,Local Institution,Strasbourg,France
NCT01511913,Local Institution,Vandoeuvre Les Nancy,France
NCT03682536,Local Institution - 317,Angers,France
NCT03682536,Local Institution - 312,Bayonne,France
NCT03682536,Local Institution - 311,Caen,France
NCT03682536,Local Institution - 306,La Tronche,France
NCT03682536,Local Institution - 305,Le Mans,France
NCT03682536,Local Institution - 309,Lille,France
NCT03682536,Local Institution - 303,Limoges,France
NCT03682536,Local Institution - 307,Nantes,France
NCT03682536,Local Institution - 301,Nice,France
NCT03682536,Local Institution - 302,Paris,France
NCT03682536,Local Institution - 313,Paris,France
NCT03682536,Local Institution - 308,Pessac,France
NCT03682536,Local Institution - 315,Pierre Bénite,France
NCT03682536,Local Institution - 316,Poitiers,France
NCT03682536,Local Institution - 314,Strasbourg,France
NCT03682536,Local Institution - 300,Toulouse,France
NCT03682536,Local Institution - 310,Tours,France
NCT03682536,Local Institution - 304,Vandoeuvre Les Nancy,France
NCT03630913,ICO - Site ANGERS,Angers,France
NCT03630913,Institut Bergonié,Bordeaux,France
NCT03630913,CHU Brest,Brest,France
NCT03630913,Centre Jean Perrin,Clermont-Ferrand,France
NCT03630913,Centre Georges Francoise Leclerc,Dijon,France
NCT03630913,Oscar Lambret,Lille,France
NCT03630913,Centre Léon Bérard,Lyon,France
NCT03630913,Institut Paoli Calmettes,Marseille,France
NCT03630913,Institut de Cancérologie de Montpellier,Montpellier,France
NCT03630913,APHP - Pitié Salpétrière,Paris,France
NCT03630913,Hôpital St JOSEPH,Paris,France
NCT03630913,Anne-Sophie Georges BATS,Paris,France
NCT03630913,Centre Jean Godinot,Reims,France
NCT03630913,Céline RENAUDEAU,Saint Herblain,France
NCT03630913,CURIE,Saint-Cloud,France
NCT03630913,CHP St GREGOIRE,Saint-Grégoire,France
NCT03630913,IUCT-O,Toulouse,France
NCT03630913,Institut de Cancérlogie de Lorraine,Vandœuvre-Lès-Nancy,France
NCT01968213,Centre Francois Baclesse,Caen,France
NCT01968213,Institut Gustave Roussy,Villejuif,France
NCT01968213,Hôpital Européen Georges-Pompidou,Paris,France
NCT01968213,Institut Claudius Regaud,Toulouse,France
NCT01968213,Centre Catherine de Sienne,Nantes,France
NCT01968213,Centre Leon Berard,Lyon,France
NCT01968213,Centre Hospitalier Lyon Sud,Pierre Benite,France
NCT01968213,Institute Bergonie,Bordeaux,France
NCT01968213,Hospital Tenon,Paris,France
NCT05331313,Hospices Civils de Lyon,Pierre Benite,France
